General Ledger,,,,,,,,,
Sandbox Company_US_2,,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Item split account full name,Amount,Balance
,Undeposited Funds,02/23/2023,Sales Receipt,1451,"Glover, Bode and Raynor",,Services,0.00,"79,740.02"
,Undeposited Funds,02/23/2023,Payment,,Prohaska LLC,,Accounts Receivable (A/R),350.00,"80,090.02"
,Undeposited Funds,02/26/2023,Payment,,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),105.00,"80,195.02"
,Undeposited Funds,02/27/2023,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),80.00,"80,275.02"
,Undeposited Funds,03/02/2023,Sales Receipt,1482,Romaguera and Sons,,Landscaping Services,0.00,"80,275.02"
,Undeposited Funds,03/03/2023,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),499.79,"80,774.81"
,Undeposited Funds,03/04/2023,Sales Receipt,1480,Shanahan LLC,,Services,0.00,"80,774.81"
,Undeposited Funds,03/04/2023,Sales Receipt,1483,Becker-Adams,,Landscaping Services:Labor:Installation,50.00,"80,824.81"
,Undeposited Funds,03/04/2023,Payment,,Hammes LLC,,Accounts Receivable (A/R),540.08,"81,364.89"
,Undeposited Funds,03/06/2023,Sales Receipt,1478,Greenholt-Cassin,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"81,364.89"
,Undeposited Funds,03/06/2023,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),70.00,"81,434.89"
,Undeposited Funds,03/06/2023,Payment,,Kub and Sons,,Accounts Receivable (A/R),105.00,"81,539.89"
,Undeposited Funds,03/07/2023,Payment,,Greenholt-Cassin,,Accounts Receivable (A/R),500.00,"82,039.89"
,Undeposited Funds,03/09/2023,Sales Receipt,1479,Runte-Breitenberg,,Landscaping Services,0.00,"82,039.89"
,Undeposited Funds,03/09/2023,Payment,,Ortiz-Rogahn,,Accounts Receivable (A/R),395.00,"82,434.89"
,Undeposited Funds,03/12/2023,Sales Receipt,1481,"Langworth, Nolan and Harris",,Pest Control Services,35.00,"82,469.89"
,Undeposited Funds,03/12/2023,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),140.00,"82,609.89"
,Undeposited Funds,03/14/2023,Sales Receipt,1484,Lind-Willms,,Services,0.00,"82,609.89"
,Undeposited Funds,03/14/2023,Payment,,Lind-Willms,,Accounts Receivable (A/R),122.63,"82,732.52"
,Undeposited Funds,03/20/2023,Payment,,Becker-Adams,,Accounts Receivable (A/R),300.00,"83,032.52"
,Undeposited Funds,03/22/2023,Sales Receipt,1485,"Wehner, O'Conner and Bashirian",,Landscaping Services,0.00,"83,032.52"
,Undeposited Funds,03/22/2023,Payment,,Mohr-Koch,,Accounts Receivable (A/R),200.00,"83,232.52"
,Undeposited Funds,03/23/2023,Sales Receipt,1477,"Predovic, Kohler and Boyer",,Services,0.00,"83,232.52"
,Undeposited Funds,03/25/2023,Payment,,Becker-Adams,,Accounts Receivable (A/R),426.73,"83,659.25"
,Undeposited Funds,03/26/2023,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),979.22,"84,638.47"
,Undeposited Funds,03/31/2023,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),857.46,"85,495.93"
,Undeposited Funds,03/31/2023,Payment,,Thompson-Aufderhar,,Accounts Receivable (A/R),750.00,"86,245.93"
,Undeposited Funds,04/01/2023,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),50.00,"86,295.93"
,Undeposited Funds,04/02/2023,Sales Receipt,1507,Welch Inc,,Landscaping Services:Labor:Maintenance and Repair,0.00,"86,295.93"
,Undeposited Funds,04/03/2023,Sales Receipt,1515,Thompson-Aufderhar,,Services,0.00,"86,295.93"
,Undeposited Funds,04/07/2023,Sales Receipt,1509,"Lindgren, Wiegand and White",,Pest Control Services,35.00,"86,330.93"
,Undeposited Funds,04/08/2023,Payment,,Hammes LLC,,Accounts Receivable (A/R),629.72,"86,960.65"
,Undeposited Funds,04/09/2023,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),315.00,"87,275.65"
,Undeposited Funds,04/10/2023,Sales Receipt,1516,Watsica-Gottlieb,,Landscaping Services,35.00,"87,310.65"
,Undeposited Funds,04/10/2023,Sales Receipt,1517,Bahringer Inc,,Landscaping Services,35.00,"87,345.65"
,Undeposited Funds,04/10/2023,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),232.77,"87,578.42"
,Undeposited Funds,04/12/2023,Sales Receipt,1508,Nienow-Mitchell,,Other Income,0.00,"87,578.42"
,Undeposited Funds,04/13/2023,Sales Receipt,1513,"Kiehn, Franecki and Nicolas",,Landscaping Services,0.00,"87,578.42"
,Undeposited Funds,04/14/2023,Payment,,"Glover, Bode and Raynor",,Accounts Receivable (A/R),554.66,"88,133.08"
,Undeposited Funds,04/15/2023,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),955.00,"89,088.08"
,Undeposited Funds,04/16/2023,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),50.00,"89,138.08"
,Undeposited Funds,04/19/2023,Payment,,Krajcik Inc,,Accounts Receivable (A/R),175.00,"89,313.08"
,Undeposited Funds,04/20/2023,Payment,,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),450.00,"89,763.08"
,Undeposited Funds,04/23/2023,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),525.00,"90,288.08"
,Undeposited Funds,04/23/2023,Payment,,Shanahan LLC,,Accounts Receivable (A/R),300.00,"90,588.08"
,Undeposited Funds,04/24/2023,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),40.00,"90,628.08"
,Undeposited Funds,04/25/2023,Payment,,Hand LLC,,Accounts Receivable (A/R),665.00,"91,293.08"
,Undeposited Funds,04/27/2023,Sales Receipt,1512,Ebert-Krajcik,,Landscaping Services,35.00,"91,328.08"
,Undeposited Funds,04/27/2023,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),829.50,"92,157.58"
,Undeposited Funds,04/28/2023,Sales Receipt,1510,"Langworth, Nolan and Harris",,Services,0.00,"92,157.58"
,Undeposited Funds,04/28/2023,Payment,,Thompson-Aufderhar,,Accounts Receivable (A/R),210.00,"92,367.58"
,Undeposited Funds,04/30/2023,Sales Receipt,1511,Greenholt-Cassin,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"92,367.58"
,Undeposited Funds,04/30/2023,Sales Receipt,1514,Johnston-Berge,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"92,367.58"
,Undeposited Funds,04/30/2023,Payment,,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),904.14,"93,271.72"
,Undeposited Funds,05/02/2023,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),416.58,"93,688.30"
,Undeposited Funds,05/03/2023,Payment,,Shanahan LLC,,Accounts Receivable (A/R),309.12,"93,997.42"
,Undeposited Funds,05/04/2023,Sales Receipt,1542,"Willms, Ratke and Little",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"93,997.42"
,Undeposited Funds,05/05/2023,Sales Receipt,1543,"Willms, Ratke and Little",,Landscaping Services:Job Materials:Plants and Soil,0.00,"93,997.42"
,Undeposited Funds,05/07/2023,Sales Receipt,1546,"Lindgren, Wiegand and White",,Other Income,0.00,"93,997.42"
,Undeposited Funds,05/07/2023,Payment,,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),450.00,"94,447.42"
,Undeposited Funds,05/09/2023,Sales Receipt,1549,Johnston-Berge,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"94,447.42"
,Undeposited Funds,05/09/2023,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),175.00,"94,622.42"
,Undeposited Funds,05/09/2023,Payment,,Ebert-Krajcik,,Accounts Receivable (A/R),793.30,"95,415.72"
,Undeposited Funds,05/11/2023,Payment,,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),626.39,"96,042.11"
,Undeposited Funds,05/11/2023,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),10.00,"96,052.11"
,Undeposited Funds,05/12/2023,Sales Receipt,1544,"Thiel, Keeling and O'Keefe",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"96,052.11"
,Undeposited Funds,05/12/2023,Sales Receipt,1548,"Glover, Bode and Raynor",,Landscaping Services,35.00,"96,087.11"
,Undeposited Funds,05/15/2023,Payment,,Hammes LLC,,Accounts Receivable (A/R),50.00,"96,137.11"
,Undeposited Funds,05/16/2023,Sales Receipt,1547,Johnston-Berge,,Landscaping Services:Job Materials:Plants and Soil,0.00,"96,137.11"
,Undeposited Funds,05/16/2023,Payment,,Thompson-Aufderhar,,Accounts Receivable (A/R),122.32,"96,259.43"
,Undeposited Funds,05/17/2023,Sales Receipt,1539,"Lynch, Ziemann and Wehner",,Landscaping Services:Labor:Installation,50.00,"96,309.43"
,Undeposited Funds,05/18/2023,Sales Receipt,1541,Thompson-Aufderhar,,Landscaping Services:Job Materials:Plants and Soil,10.00,"96,319.43"
,Undeposited Funds,05/19/2023,Sales Receipt,1545,"Lindgren, Wiegand and White",,Landscaping Services,35.00,"96,354.43"
,Undeposited Funds,05/22/2023,Payment,,Becker-Adams,,Accounts Receivable (A/R),350.00,"96,704.43"
,Undeposited Funds,05/22/2023,Payment,,Skiles Inc,,Accounts Receivable (A/R),600.00,"97,304.43"
,Undeposited Funds,05/22/2023,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),156.06,"97,460.49"
,Undeposited Funds,05/23/2023,Payment,,Leuschke-Ernser,,Accounts Receivable (A/R),35.00,"97,495.49"
,Undeposited Funds,05/28/2023,Sales Receipt,1540,Nienow-Mitchell,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"97,495.49"
,Undeposited Funds,05/29/2023,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),300.00,"97,795.49"
,Undeposited Funds,05/29/2023,Payment,,Ebert-Krajcik,,Accounts Receivable (A/R),305.00,"98,100.49"
,Undeposited Funds,05/31/2023,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),369.68,"98,470.17"
,Undeposited Funds,06/05/2023,Payment,,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),210.00,"98,680.17"
,Undeposited Funds,06/06/2023,Payment,,Hand LLC,,Accounts Receivable (A/R),795.48,"99,475.65"
,Undeposited Funds,06/08/2023,Payment,,Hammes LLC,,Accounts Receivable (A/R),367.68,"99,843.33"
,Undeposited Funds,06/09/2023,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),612.46,"100,455.79"
,Undeposited Funds,06/11/2023,Sales Receipt,1575,Sauer Group,,Services,0.00,"100,455.79"
,Undeposited Funds,06/12/2023,Sales Receipt,1571,Huels Group,,Landscaping Services,0.00,"100,455.79"
,Undeposited Funds,06/12/2023,Sales Receipt,1573,Watsica-Gottlieb,,Landscaping Services:Labor:Installation,50.00,"100,505.79"
,Undeposited Funds,06/13/2023,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),120.00,"100,625.79"
,Undeposited Funds,06/15/2023,Payment,,Baumbach-Botsford,,Accounts Receivable (A/R),350.00,"100,975.79"
,Undeposited Funds,06/16/2023,Payment,,Skiles Inc,,Accounts Receivable (A/R),350.00,"101,325.79"
,Undeposited Funds,06/16/2023,Payment,,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),375.00,"101,700.79"
,Undeposited Funds,06/16/2023,Payment,,Kub and Sons,,Accounts Receivable (A/R),80.00,"101,780.79"
,Undeposited Funds,06/17/2023,Sales Receipt,1579,Schoen-O'Reilly,,Other Income,0.00,"101,780.79"
,Undeposited Funds,06/17/2023,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),964.32,"102,745.11"
,Undeposited Funds,06/20/2023,Payment,,Rice-Block,,Accounts Receivable (A/R),319.20,"103,064.31"
,Undeposited Funds,06/20/2023,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),277.62,"103,341.93"
,Undeposited Funds,06/21/2023,Sales Receipt,1578,"Predovic, Kohler and Boyer",,Landscaping Services:Labor:Installation,50.00,"103,391.93"
,Undeposited Funds,06/21/2023,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),280.00,"103,671.93"
,Undeposited Funds,06/22/2023,Sales Receipt,1576,Hand LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,"103,671.93"
,Undeposited Funds,06/22/2023,Sales Receipt,1580,"Romaguera, Heller and Mertz",,Design income,75.00,"103,746.93"
,Undeposited Funds,06/22/2023,Sales Receipt,1581,Glover-Pfannerstill,,Pest Control Services,35.00,"103,781.93"
,Undeposited Funds,06/22/2023,Payment,,Lind-Willms,,Accounts Receivable (A/R),207.34,"103,989.27"
,Undeposited Funds,06/24/2023,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),476.50,"104,465.77"
,Undeposited Funds,06/25/2023,Sales Receipt,1574,"Lindgren, Wiegand and White",,Design income,75.00,"104,540.77"
,Undeposited Funds,06/26/2023,Payment,,Mohr-Koch,,Accounts Receivable (A/R),885.00,"105,425.77"
,Undeposited Funds,06/29/2023,Sales Receipt,1572,Watsica-Gottlieb,,Landscaping Services:Job Materials:Plants and Soil,0.00,"105,425.77"
,Undeposited Funds,06/29/2023,Sales Receipt,1577,Kub and Sons,,Services,0.00,"105,425.77"
,Undeposited Funds,07/01/2023,Payment,,Baumbach-Botsford,,Accounts Receivable (A/R),445.57,"105,871.34"
,Undeposited Funds,07/02/2023,Sales Receipt,1606,"Mohr, Haag and Labadie",,Services,0.00,"105,871.34"
,Undeposited Funds,07/02/2023,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),987.07,"106,858.41"
,Undeposited Funds,07/03/2023,Sales Receipt,1604,Bergstrom LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"106,858.41"
,Undeposited Funds,07/04/2023,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),675.00,"107,533.41"
,Undeposited Funds,07/06/2023,Payment,,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),665.14,"108,198.55"
,Undeposited Funds,07/07/2023,Sales Receipt,1609,Leuschke-Ernser,,Landscaping Services,35.00,"108,233.55"
,Undeposited Funds,07/07/2023,Payment,,Runte-Breitenberg,,Accounts Receivable (A/R),951.24,"109,184.79"
,Undeposited Funds,07/09/2023,Payment,,Johnston-Berge,,Accounts Receivable (A/R),924.67,"110,109.46"
,Undeposited Funds,07/13/2023,Payment,,Greenholt-Cassin,,Accounts Receivable (A/R),20.00,"110,129.46"
,Undeposited Funds,07/13/2023,Payment,,Hand LLC,,Accounts Receivable (A/R),392.39,"110,521.85"
,Undeposited Funds,07/16/2023,Payment,,Shanahan LLC,,Accounts Receivable (A/R),914.22,"111,436.07"
,Undeposited Funds,07/16/2023,Payment,,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),350.00,"111,786.07"
,Undeposited Funds,07/17/2023,Sales Receipt,1605,Sauer Group,,Other Income,0.00,"111,786.07"
,Undeposited Funds,07/17/2023,Sales Receipt,1611,Bergstrom LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"111,786.07"
,Undeposited Funds,07/18/2023,Payment,,Huels Group,,Accounts Receivable (A/R),830.98,"112,617.05"
,Undeposited Funds,07/19/2023,Payment,,Leuschke-Ernser,,Accounts Receivable (A/R),736.42,"113,353.47"
,Undeposited Funds,07/20/2023,Sales Receipt,1613,"Wehner, O'Conner and Bashirian",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"113,353.47"
,Undeposited Funds,07/24/2023,Sales Receipt,1607,Romaguera and Sons,,Other Income,0.00,"113,353.47"
,Undeposited Funds,07/24/2023,Payment,,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),572.01,"113,925.48"
,Undeposited Funds,07/25/2023,Sales Receipt,1614,Fadel-Oberbrunner,,Landscaping Services:Labor:Installation,50.00,"113,975.48"
,Undeposited Funds,07/26/2023,Payment,,Prohaska LLC,,Accounts Receivable (A/R),510.68,"114,486.16"
,Undeposited Funds,07/27/2023,Sales Receipt,1608,Nienow-Mitchell,,Landscaping Services,0.00,"114,486.16"
,Undeposited Funds,07/28/2023,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),497.26,"114,983.42"
,Undeposited Funds,07/30/2023,Sales Receipt,1610,Shanahan LLC,,Services,0.00,"114,983.42"
,Undeposited Funds,07/30/2023,Sales Receipt,1612,"Crooks, Pollich and Mertz",,Design income,75.00,"115,058.42"
,Undeposited Funds,07/31/2023,Payment,,Leuschke-Ernser,,Accounts Receivable (A/R),50.00,"115,108.42"
,Undeposited Funds,07/31/2023,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),70.00,"115,178.42"
,Undeposited Funds,08/02/2023,Sales Receipt,1645,Baumbach-Botsford,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"115,178.42"
,Undeposited Funds,08/03/2023,Payment,,Baumbach-Botsford,,Accounts Receivable (A/R),375.00,"115,553.42"
,Undeposited Funds,08/05/2023,Sales Receipt,1640,Grant and Sons,,Landscaping Services:Labor:Maintenance and Repair,0.00,"115,553.42"
,Undeposited Funds,08/05/2023,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),20.00,"115,573.42"
,Undeposited Funds,08/07/2023,Sales Receipt,1644,Becker-Adams,,Landscaping Services:Job Materials:Plants and Soil,10.00,"115,583.42"
,Undeposited Funds,08/08/2023,Sales Receipt,1647,Johnston-Berge,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"115,583.42"
,Undeposited Funds,08/10/2023,Payment,,Morar-Ernser,,Accounts Receivable (A/R),131.84,"115,715.26"
,Undeposited Funds,08/11/2023,Sales Receipt,1639,Hammes LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"115,715.26"
,Undeposited Funds,08/13/2023,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),936.76,"116,652.02"
,Undeposited Funds,08/14/2023,Payment,,"Glover, Bode and Raynor",,Accounts Receivable (A/R),261.76,"116,913.78"
,Undeposited Funds,08/15/2023,Payment,,Baumbach-Botsford,,Accounts Receivable (A/R),296.34,"117,210.12"
,Undeposited Funds,08/16/2023,Sales Receipt,1637,Shanahan LLC,,Pest Control Services,35.00,"117,245.12"
,Undeposited Funds,08/16/2023,Payment,,"Lehner, Hane and Borer",,Accounts Receivable (A/R),312.50,"117,557.62"
,Undeposited Funds,08/17/2023,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),919.88,"118,477.50"
,Undeposited Funds,08/18/2023,Sales Receipt,1643,"Mohr, Haag and Labadie",,Landscaping Services,35.00,"118,512.50"
,Undeposited Funds,08/19/2023,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),20.00,"118,532.50"
,Undeposited Funds,08/20/2023,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),763.68,"119,296.18"
,Undeposited Funds,08/20/2023,Payment,,Ortiz-Rogahn,,Accounts Receivable (A/R),350.00,"119,646.18"
,Undeposited Funds,08/21/2023,Sales Receipt,1641,Greenholt-Cassin,,Landscaping Services:Labor:Maintenance and Repair,0.00,"119,646.18"
,Undeposited Funds,08/22/2023,Payment,,Grant and Sons,,Accounts Receivable (A/R),315.00,"119,961.18"
,Undeposited Funds,08/23/2023,Payment,,Huel-Botsford,,Accounts Receivable (A/R),375.00,"120,336.18"
,Undeposited Funds,08/24/2023,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),261.99,"120,598.17"
,Undeposited Funds,08/25/2023,Payment,,Grant and Sons,,Accounts Receivable (A/R),783.32,"121,381.49"
,Undeposited Funds,08/26/2023,Sales Receipt,1642,"Kiehn, Franecki and Nicolas",,Landscaping Services:Job Materials:Plants and Soil,0.00,"121,381.49"
,Undeposited Funds,08/28/2023,Sales Receipt,1646,"Stokes, Murray and Wolff",,Pest Control Services,35.00,"121,416.49"
,Undeposited Funds,08/28/2023,Payment,,Hammes LLC,,Accounts Receivable (A/R),380.00,"121,796.49"
,Undeposited Funds,08/30/2023,Sales Receipt,1638,Ortiz-Rogahn,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"121,796.49"
,Undeposited Funds,08/30/2023,Payment,,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),490.00,"122,286.49"
,Undeposited Funds,09/01/2023,Payment,,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),245.00,"122,531.49"
,Undeposited Funds,09/02/2023,Payment,,"Romaguera, Heller and Mertz",,Accounts Receivable (A/R),105.00,"122,636.49"
,Undeposited Funds,09/03/2023,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),307.17,"122,943.66"
,Undeposited Funds,09/04/2023,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),377.93,"123,321.59"
,Undeposited Funds,09/08/2023,Sales Receipt,1675,Bahringer Inc,,Landscaping Services:Job Materials:Plants and Soil,0.00,"123,321.59"
,Undeposited Funds,09/09/2023,Payment,,Rice-Block,,Accounts Receivable (A/R),174.62,"123,496.21"
,Undeposited Funds,09/12/2023,Payment,,"Lehner, Hane and Borer",,Accounts Receivable (A/R),479.18,"123,975.39"
,Undeposited Funds,09/15/2023,Sales Receipt,1676,Hammes LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"123,975.39"
,Undeposited Funds,09/16/2023,Payment,,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),693.66,"124,669.05"
,Undeposited Funds,09/17/2023,Sales Receipt,1673,"Lindgren, Wiegand and White",,Landscaping Services:Labor:Installation,50.00,"124,719.05"
,Undeposited Funds,09/17/2023,Payment,,"Lehner, Hane and Borer",,Accounts Receivable (A/R),946.31,"125,665.36"
,Undeposited Funds,09/18/2023,Sales Receipt,1677,"Lehner, Hane and Borer",,Landscaping Services:Job Materials:Plants and Soil,0.00,"125,665.36"
,Undeposited Funds,09/19/2023,Payment,,"Romaguera, Heller and Mertz",,Accounts Receivable (A/R),298.43,"125,963.79"
,Undeposited Funds,09/21/2023,Sales Receipt,1674,Shanahan LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,"125,963.79"
,Undeposited Funds,09/21/2023,Payment,,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),20.00,"125,983.79"
,Undeposited Funds,09/22/2023,Sales Receipt,1672,"Wehner, O'Conner and Bashirian",,Landscaping Services,0.00,"125,983.79"
,Undeposited Funds,09/22/2023,Sales Receipt,1678,"Langworth, Nolan and Harris",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"125,983.79"
,Undeposited Funds,09/22/2023,Sales Receipt,1679,Grant and Sons,,Services,0.00,"125,983.79"
,Undeposited Funds,09/22/2023,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),643.90,"126,627.69"
,Undeposited Funds,09/23/2023,Sales Receipt,1670,Mayert-Lehner,,Services,0.00,"126,627.69"
,Undeposited Funds,09/23/2023,Payment,,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),174.73,"126,802.42"
