Journal,,,,,,,,
Sandbox Company_US_2,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,

,Transaction date,Transaction type,Num,Name,Memo/Description,Full name,Debit,Credit
,01/09/2024,Invoice,1801,Huels Group,,Accounts Receivable (A/R),715.00,
,01/09/2024,Invoice,1801,Huels Group,,Design income,,675.00
,01/09/2024,Invoice,1801,Huels Group,,Landscaping Services:Job Materials:Plants and Soil,,40.00
,01/09/2024,Invoice,1801,Huels Group,,Services,0.00,
Total for 2626,,,,,,,$715.00,$715.00
2638,,,,,,,,
,01/09/2024,Sales Receipt,1813,"Stokes, Murray and Wolff",,Undeposited Funds,35.00,
,01/09/2024,Sales Receipt,1813,"Stokes, Murray and Wolff",,Pest Control Services,,35.00
Total for 2638,,,,,,,$35.00,$35.00
2653,,,,,,,,
,01/09/2024,Bill,,Ullrich-Dach,,Accounts Payable (A/P),,187.55
,01/09/2024,Bill,,Ullrich-Dach,,Job Expenses:Equipment Rental,187.55,
Total for 2653,,,,,,,$187.55,$187.55
2661,,,,,,,,
,01/09/2024,Expense,,,,Savings,,179.96
,01/09/2024,Expense,,,,Legal & Professional Fees:Accounting,179.96,
Total for 2661,,,,,,,$179.96,$179.96
2682,,,,,,,,
,01/09/2024,Payment,,Mayert-Lehner,,Undeposited Funds,375.00,
,01/09/2024,Payment,,Mayert-Lehner,,Accounts Receivable (A/R),,375.00
Total for 2682,,,,,,,$375.00,$375.00
2683,,,,,,,,
,01/09/2024,Payment,,Johnston-Berge,,Undeposited Funds,290.00,
,01/09/2024,Payment,,Johnston-Berge,,Accounts Receivable (A/R),,290.00
Total for 2683,,,,,,,$290.00,$290.00
2616,,,,,,,,
,01/10/2024,Invoice,1791,Bergstrom LLC,,Accounts Receivable (A/R),400.00,
,01/10/2024,Invoice,1791,Bergstrom LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,01/10/2024,Invoice,1791,Bergstrom LLC,,Landscaping Services:Labor:Installation,,400.00
Total for 2616,,,,,,,$400.00,$400.00
2637,,,,,,,,
,01/10/2024,Sales Receipt,1812,"Mohr, Haag and Labadie",,Undeposited Funds,0.00,
,01/10/2024,Sales Receipt,1812,"Mohr, Haag and Labadie",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2637,,,,,,,$0.00,
2698,,,,,,,,
,01/10/2024,Bill Payment (Check),,Weber and Sons,,Savings,,"1,830.88"
,01/10/2024,Bill Payment (Check),,Weber and Sons,,Accounts Payable (A/P),"1,830.88",
Total for 2698,,,,,,,"$1,830.88","$1,830.88"
2710,,,,,,,,
,01/10/2024,Journal Entry,,,,Insurance:Workers Compensation,696.57,
,01/10/2024,Journal Entry,,,,Checking,,696.57
Total for 2710,,,,,,,$696.57,$696.57
2663,,,,,,,,
,01/11/2024,Expense,,,,Savings,,202.01
,01/11/2024,Expense,,,,Cost of Goods Sold,202.01,
Total for 2663,,,,,,,$202.01,$202.01
2712,,,,,,,,
,01/11/2024,Journal Entry,,,,Insurance:Workers Compensation,757.66,
,01/11/2024,Journal Entry,,,,Savings,,757.66
Total for 2712,,,,,,,$757.66,$757.66
2680,,,,,,,,
,01/12/2024,Payment,,Hand LLC,,Undeposited Funds,400.00,
,01/12/2024,Payment,,Hand LLC,,Accounts Receivable (A/R),,400.00
Total for 2680,,,,,,,$400.00,$400.00
2702,,,,,,,,
,01/12/2024,Vendor Credit,,Weber and Sons,,Accounts Payable (A/P),300.70,
,01/12/2024,Vendor Credit,,Weber and Sons,,Office Expenses,,300.70
Total for 2702,,,,,,,$300.70,$300.70
2657,,,,,,,,
,01/13/2024,Bill,,Moore Group,,Accounts Payable (A/P),,287.06
,01/13/2024,Bill,,Moore Group,,Utilities:Telephone,287.06,
Total for 2657,,,,,,,$287.06,$287.06
2692,,,,,,,,
,01/13/2024,Bill Payment (Check),,Bashirian and Sons,,Checking,,"1,369.77"
,01/13/2024,Bill Payment (Check),,Bashirian and Sons,,Accounts Payable (A/P),"1,369.77",
Total for 2692,,,,,,,"$1,369.77","$1,369.77"
2617,,,,,,,,
,01/14/2024,Invoice,1792,Hammes LLC,,Accounts Receivable (A/R),210.00,
,01/14/2024,Invoice,1792,Hammes LLC,,Landscaping Services:Job Materials:Plants and Soil,0.00,
,01/14/2024,Invoice,1792,Hammes LLC,,Landscaping Services,,210.00
Total for 2617,,,,,,,$210.00,$210.00
2618,,,,,,,,
,01/14/2024,Invoice,1793,Huels Group,,Accounts Receivable (A/R),140.00,
,01/14/2024,Invoice,1793,Huels Group,,Pest Control Services,,140.00
,01/14/2024,Invoice,1793,Huels Group,,Other Income,0.00,
Total for 2618,,,,,,,$140.00,$140.00
2620,,,,,,,,
,01/14/2024,Invoice,1795,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,
,01/14/2024,Invoice,1795,"Wehner, O'Conner and Bashirian",,Other Income,0.00,
Total for 2620,,,,,,,$0.00,
2631,,,,,,,,
,01/14/2024,Invoice,1806,"Lehner, Hane and Borer",,Accounts Receivable (A/R),0.00,
,01/14/2024,Invoice,1806,"Lehner, Hane and Borer",,Services,0.00,
,01/14/2024,Invoice,1806,"Lehner, Hane and Borer",,Other Income,0.00,
,01/14/2024,Invoice,1806,"Lehner, Hane and Borer",,Services,0.00,
Total for 2631,,,,,,,$0.00,
2685,,,,,,,,
,01/14/2024,Payment,,Skiles Inc,,Undeposited Funds,942.71,
,01/14/2024,Payment,,Skiles Inc,,Accounts Receivable (A/R),,942.71
Total for 2685,,,,,,,$942.71,$942.71
2622,,,,,,,,
,01/15/2024,Invoice,1797,Schoen-O'Reilly,,Accounts Receivable (A/R),350.00,
,01/15/2024,Invoice,1797,Schoen-O'Reilly,,Pest Control Services,,350.00
,01/15/2024,Invoice,1797,Schoen-O'Reilly,,Landscaping Services,0.00,
,01/15/2024,Invoice,1797,Schoen-O'Reilly,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 2622,,,,,,,$350.00,$350.00
2674,,,,,,,,
,01/15/2024,Payment,,Fadel LLC,,Undeposited Funds,500.00,
,01/15/2024,Payment,,Fadel LLC,,Accounts Receivable (A/R),,500.00
Total for 2674,,,,,,,$500.00,$500.00
2693,,,,,,,,
,01/15/2024,Bill Payment (Check),,Schamberger-Schamberger,,Checking,,"1,972.63"
,01/15/2024,Bill Payment (Check),,Schamberger-Schamberger,,Accounts Payable (A/P),"1,972.63",
Total for 2693,,,,,,,"$1,972.63","$1,972.63"
2649,,,,,,,,
,01/16/2024,Bill,,Hahn Group,,Accounts Payable (A/P),,208.23
,01/16/2024,Bill,,Hahn Group,,Office Expenses,208.23,
Total for 2649,,,,,,,$208.23,$208.23
2677,,,,,,,,
,01/16/2024,Payment,,"Lynch, Ziemann and Wehner",,Undeposited Funds,434.14,
,01/16/2024,Payment,,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),,434.14
Total for 2677,,,,,,,$434.14,$434.14
2630,,,,,,,,
,01/17/2024,Invoice,1805,Runte-Breitenberg,,Accounts Receivable (A/R),0.00,
,01/17/2024,Invoice,1805,Runte-Breitenberg,,Other Income,0.00,
,01/17/2024,Invoice,1805,Runte-Breitenberg,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2630,,,,,,,$0.00,
2640,,,,,,,,
,01/17/2024,Sales Receipt,1815,Baumbach-Botsford,,Undeposited Funds,0.00,
,01/17/2024,Sales Receipt,1815,Baumbach-Botsford,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 2640,,,,,,,$0.00,
2690,,,,,,,,
,01/17/2024,Bill Payment (Check),,Schamberger-Schamberger,,Savings,,"1,453.06"
,01/17/2024,Bill Payment (Check),,Schamberger-Schamberger,,Accounts Payable (A/P),"1,453.06",
Total for 2690,,,,,,,"$1,453.06","$1,453.06"
2643,,,,,,,,
,01/18/2024,Sales Receipt,1818,Greenholt-Cassin,,Undeposited Funds,35.00,
,01/18/2024,Sales Receipt,1818,Greenholt-Cassin,,Pest Control Services,,35.00
Total for 2643,,,,,,,$35.00,$35.00
2656,,,,,,,,
,01/18/2024,Bill,,Bashirian and Sons,,Accounts Payable (A/P),,618.68
,01/18/2024,Bill,,Bashirian and Sons,,Depreciation,618.68,
Total for 2656,,,,,,,$618.68,$618.68
2675,,,,,,,,
,01/18/2024,Payment,,"Crooks, Pollich and Mertz",,Undeposited Funds,263.39,
,01/18/2024,Payment,,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),,263.39
Total for 2675,,,,,,,$263.39,$263.39
2688,,,,,,,,
,01/18/2024,Payment,,Shanahan LLC,,Undeposited Funds,864.55,
,01/18/2024,Payment,,Shanahan LLC,,Accounts Receivable (A/R),,864.55
Total for 2688,,,,,,,$864.55,$864.55
2679,,,,,,,,
,01/19/2024,Payment,,Ortiz-Rogahn,,Undeposited Funds,"1,100.00",
,01/19/2024,Payment,,Ortiz-Rogahn,,Accounts Receivable (A/R),,"1,100.00"
Total for 2679,,,,,,,"$1,100.00","$1,100.00"
2629,,,,,,,,
,01/20/2024,Invoice,1804,Fadel LLC,,Accounts Receivable (A/R),450.00,
,01/20/2024,Invoice,1804,Fadel LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,01/20/2024,Invoice,1804,Fadel LLC,,Design income,,450.00
Total for 2629,,,,,,,$450.00,$450.00
2713,,,,,,,,
,01/20/2024,Journal Entry,,,,Penalties & Settlements,"1,100.27",
,01/20/2024,Journal Entry,,,,Checking,,"1,100.27"
Total for 2713,,,,,,,"$1,100.27","$1,100.27"
2641,,,,,,,,
,01/21/2024,Sales Receipt,1816,Fadel LLC,,Undeposited Funds,0.00,
,01/21/2024,Sales Receipt,1816,Fadel LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2641,,,,,,,$0.00,
2665,,,,,,,,
,01/21/2024,Expense,,,,Savings,,633.03
,01/21/2024,Expense,,,,Job Expenses,633.03,
Total for 2665,,,,,,,$633.03,$633.03
2708,,,,,,,,
,01/22/2024,Transfer,,,,Checking,,"11,440.45"
,01/22/2024,Transfer,,,,Savings,"11,440.45",
Total for 2708,,,,,,,"$11,440.45","$11,440.45"
2658,,,,,,,,
,01/23/2024,Bill,,"Kozey, Cruickshank and Prohaska",,Accounts Payable (A/P),,739.21
,01/23/2024,Bill,,"Kozey, Cruickshank and Prohaska",,Job Expenses:Job Materials:Decks and Patios,739.21,
Total for 2658,,,,,,,$739.21,$739.21
2659,,,,,,,,
,01/23/2024,Bill,,Bashirian and Sons,,Accounts Payable (A/P),,535.08
,01/23/2024,Bill,,Bashirian and Sons,,Promotional,535.08,
Total for 2659,,,,,,,$535.08,$535.08
2678,,,,,,,,
,01/23/2024,Payment,,Fadel-Oberbrunner,,Undeposited Funds,500.00,
,01/23/2024,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),,500.00
Total for 2678,,,,,,,$500.00,$500.00
2624,,,,,,,,
,01/24/2024,Invoice,1799,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),100.00,
,01/24/2024,Invoice,1799,"Predovic, Kohler and Boyer",,Landscaping Services:Job Materials:Plants and Soil,0.00,
,01/24/2024,Invoice,1799,"Predovic, Kohler and Boyer",,Landscaping Services:Labor:Installation,,100.00
Total for 2624,,,,,,,$100.00,$100.00
2650,,,,,,,,
,01/24/2024,Bill,,Moore Group,,Accounts Payable (A/P),,496.34
,01/24/2024,Bill,,Moore Group,,Maintenance and Repair:Building Repairs,496.34,
Total for 2650,,,,,,,$496.34,$496.34
2703,,,,,,,,
,01/24/2024,Deposit,,,,Checking,"4,600.28",
,01/24/2024,Deposit,,,,Billable Expense Income,,"4,600.28"
Total for 2703,,,,,,,"$4,600.28","$4,600.28"
2628,,,,,,,,
,01/25/2024,Invoice,1803,"Romaguera, Heller and Mertz",,Accounts Receivable (A/R),60.00,
,01/25/2024,Invoice,1803,"Romaguera, Heller and Mertz",,Landscaping Services,0.00,
,01/25/2024,Invoice,1803,"Romaguera, Heller and Mertz",,Landscaping Services:Job Materials:Plants and Soil,,60.00
Total for 2628,,,,,,,$60.00,$60.00
2704,,,,,,,,
,01/25/2024,Deposit,,,,Savings,"1,253.92",
,01/25/2024,Deposit,,,,Landscaping Services:Labor:Maintenance and Repair,,"1,253.92"
Total for 2704,,,,,,,"$1,253.92","$1,253.92"
2709,,,,,,,,
,01/25/2024,Transfer,,,,Checking,,"4,537.94"
,01/25/2024,Transfer,,,,Savings,"4,537.94",
Total for 2709,,,,,,,"$4,537.94","$4,537.94"
2711,,,,,,,,
,01/25/2024,Journal Entry,,,,Penalties & Settlements,"1,362.53",
,01/25/2024,Journal Entry,,,,Savings,,"1,362.53"
Total for 2711,,,,,,,"$1,362.53","$1,362.53"
2652,,,,,,,,
,01/26/2024,Bill,,Kulas Group,,Accounts Payable (A/P),,114.67
,01/26/2024,Bill,,Kulas Group,,Depreciation,114.67,
Total for 2652,,,,,,,$114.67,$114.67
2619,,,,,,,,
,01/27/2024,Invoice,1794,Rice-Block,,Accounts Receivable (A/R),0.00,
,01/27/2024,Invoice,1794,Rice-Block,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 2619,,,,,,,$0.00,
2621,,,,,,,,
,01/27/2024,Invoice,1796,Fadel-Oberbrunner,,Accounts Receivable (A/R),0.00,
,01/27/2024,Invoice,1796,Fadel-Oberbrunner,,Landscaping Services:Job Materials:Plants and Soil,0.00,
,01/27/2024,Invoice,1796,Fadel-Oberbrunner,,Services,0.00,
,01/27/2024,Invoice,1796,Fadel-Oberbrunner,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2621,,,,,,,$0.00,
2651,,,,,,,,
,01/27/2024,Bill,,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),,"1,200.70"
,01/27/2024,Bill,,"Berge, Lueilwitz and Sanford",,Job Expenses:Cost of Labor:Maintenance and Repairs,"1,200.70",
Total for 2651,,,,,,,"$1,200.70","$1,200.70"
2660,,,,,,,,
,01/27/2024,Bill,,Bashirian and Sons,,Accounts Payable (A/P),,309.18
,01/27/2024,Bill,,Bashirian and Sons,,Job Expenses:Job Materials:Decks and Patios,309.18,
Total for 2660,,,,,,,$309.18,$309.18
2697,,,,,,,,
,01/27/2024,Bill Payment (Check),,Hirthe-West,,Savings,,432.71
,01/27/2024,Bill Payment (Check),,Hirthe-West,,Accounts Payable (A/P),432.71,
Total for 2697,,,,,,,$432.71,$432.71
2689,,,,,,,,
,01/28/2024,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Savings,,"1,526.06"
,01/28/2024,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),"1,526.06",
Total for 2689,,,,,,,"$1,526.06","$1,526.06"
2694,,,,,,,,
,01/28/2024,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Checking,,717.91
,01/28/2024,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Accounts Payable (A/P),717.91,
Total for 2694,,,,,,,$717.91,$717.91
2706,,,,,,,,
,01/28/2024,Deposit,,,,Checking,"3,134.40",
,01/28/2024,Deposit,,,,Discounts given,,"3,134.40"
Total for 2706,,,,,,,"$3,134.40","$3,134.40"
2632,,,,,,,,
,01/29/2024,Invoice,1807,Grant and Sons,,Accounts Receivable (A/R),0.00,
,01/29/2024,Invoice,1807,Grant and Sons,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 2632,,,,,,,$0.00,
2654,,,,,,,,
,01/29/2024,Bill,,Lubowitz LLC,,Accounts Payable (A/P),,579.79
,01/29/2024,Bill,,Lubowitz LLC,,Advertising,579.79,
Total for 2654,,,,,,,$579.79,$579.79
2666,,,,,,,,
,01/29/2024,Expense,,,,Savings,,37.09
,01/29/2024,Expense,,,,Job Expenses:Job Materials:Decks and Patios,37.09,
Total for 2666,,,,,,,$37.09,$37.09
2668,,,,,,,,
,01/29/2024,Expense,,,,Savings,,143.42
,01/29/2024,Expense,,,,Depreciation,143.42,
Total for 2668,,,,,,,$143.42,$143.42
2696,,,,,,,,
,01/29/2024,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Checking,,"1,628.85"
,01/29/2024,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Accounts Payable (A/P),"1,628.85",
Total for 2696,,,,,,,"$1,628.85","$1,628.85"
2625,,,,,,,,
,01/30/2024,Invoice,1800,Schoen-O'Reilly,,Accounts Receivable (A/R),440.00,
,01/30/2024,Invoice,1800,Schoen-O'Reilly,,Landscaping Services:Job Materials:Plants and Soil,,90.00
,01/30/2024,Invoice,1800,Schoen-O'Reilly,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,01/30/2024,Invoice,1800,Schoen-O'Reilly,,Pest Control Services,,350.00
Total for 2625,,,,,,,$440.00,$440.00
2627,,,,,,,,
,01/30/2024,Invoice,1802,Huel-Botsford,,Accounts Receivable (A/R),0.00,
,01/30/2024,Invoice,1802,Huel-Botsford,,Services,0.00,
,01/30/2024,Invoice,1802,Huel-Botsford,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,01/30/2024,Invoice,1802,Huel-Botsford,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2627,,,,,,,$0.00,
2636,,,,,,,,
,01/30/2024,Sales Receipt,1811,"Romaguera, Heller and Mertz",,Undeposited Funds,0.00,
,01/30/2024,Sales Receipt,1811,"Romaguera, Heller and Mertz",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2636,,,,,,,$0.00,
2684,,,,,,,,
,01/30/2024,Payment,,Hammes LLC,,Undeposited Funds,150.00,
,01/30/2024,Payment,,Hammes LLC,,Accounts Receivable (A/R),,150.00
Total for 2684,,,,,,,$150.00,$150.00
2691,,,,,,,,
,01/30/2024,Bill Payment (Check),,Schamberger-Schamberger,,Savings,,425.63
,01/30/2024,Bill Payment (Check),,Schamberger-Schamberger,,Accounts Payable (A/P),425.63,
Total for 2691,,,,,,,$425.63,$425.63
2695,,,,,,,,
,01/30/2024,Bill Payment (Check),,Blanda LLC,,Savings,,"1,536.89"
,01/30/2024,Bill Payment (Check),,Blanda LLC,,Accounts Payable (A/P),"1,536.89",
Total for 2695,,,,,,,"$1,536.89","$1,536.89"
2707,,,,,,,,
,01/30/2024,Deposit,,,,Savings,"2,693.97",
,01/30/2024,Deposit,,,,Pest Control Services,,"2,693.97"
Total for 2707,,,,,,,"$2,693.97","$2,693.97"
2634,,,,,,,,
,01/31/2024,Sales Receipt,1809,Huel-Botsford,,Undeposited Funds,50.00,
,01/31/2024,Sales Receipt,1809,Huel-Botsford,,Landscaping Services:Labor:Installation,,50.00
Total for 2634,,,,,,,$50.00,$50.00
2642,,,,,,,,
,01/31/2024,Sales Receipt,1817,Hammes LLC,,Undeposited Funds,0.00,
,01/31/2024,Sales Receipt,1817,Hammes LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2642,,,,,,,$0.00,
2664,,,,,,,,
,01/31/2024,Expense,,,,Checking,,60.28
,01/31/2024,Expense,,,,Penalties & Settlements,60.28,
Total for 2664,,,,,,,$60.28,$60.28
2686,,,,,,,,
,01/31/2024,Payment,,Fadel LLC,,Undeposited Funds,263.15,
,01/31/2024,Payment,,Fadel LLC,,Accounts Receivable (A/R),,263.15
Total for 2686,,,,,,,$263.15,$263.15
2687,,,,,,,,
,01/31/2024,Payment,,Huel-Botsford,,Undeposited Funds,481.93,
,01/31/2024,Payment,,Huel-Botsford,,Accounts Receivable (A/R),,481.93
Total for 2687,,,,,,,$481.93,$481.93
2724,,,,,,,,
,02/01/2024,Invoice,1831,Bergstrom LLC,,Accounts Receivable (A/R),0.00,
,02/01/2024,Invoice,1831,Bergstrom LLC,,Landscaping Services,0.00,
Total for 2724,,,,,,,$0.00,
2748,,,,,,,,
,02/01/2024,Bill,,Kulas Group,,Accounts Payable (A/P),,560.63
,02/01/2024,Bill,,Kulas Group,,Office Expenses,560.63,
Total for 2748,,,,,,,$560.63,$560.63
2788,,,,,,,,
,02/01/2024,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Checking,,164.73
,02/01/2024,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Accounts Payable (A/P),164.73,
Total for 2788,,,,,,,$164.73,$164.73
2727,,,,,,,,
,02/02/2024,Invoice,1834,Morar-Ernser,,Accounts Receivable (A/R),845.00,
,02/02/2024,Invoice,1834,Morar-Ernser,,Design income,,600.00
,02/02/2024,Invoice,1834,Morar-Ernser,,Landscaping Services,,245.00
,02/02/2024,Invoice,1834,Morar-Ernser,,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 2727,,,,,,,$845.00,$845.00
2752,,,,,,,,
,02/02/2024,Bill,,Marquardt-Erdman,,Accounts Payable (A/P),,187.31
,02/02/2024,Bill,,Marquardt-Erdman,,Rent or Lease,187.31,
Total for 2752,,,,,,,$187.31,$187.31
2753,,,,,,,,
,02/02/2024,Bill,,Bashirian and Sons,,Accounts Payable (A/P),,531.75
,02/02/2024,Bill,,Bashirian and Sons,,Automobile:Fuel,531.75,
Total for 2753,,,,,,,$531.75,$531.75
2811,,,,,,,,
,02/02/2024,Journal Entry,,,,Job Expenses:Permits,"1,902.10",
,02/02/2024,Journal Entry,,,,Checking,,"1,902.10"
Total for 2811,,,,,,,"$1,902.10","$1,902.10"
2779,,,,,,,,
,02/04/2024,Payment,,"Wehner, O'Conner and Bashirian",,Undeposited Funds,654.35,
,02/04/2024,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),,654.35
Total for 2779,,,,,,,$654.35,$654.35
2807,,,,,,,,
,02/04/2024,Transfer,,,,Checking,,"1,609.43"
,02/04/2024,Transfer,,,,Savings,"1,609.43",
Total for 2807,,,,,,,"$1,609.43","$1,609.43"
2786,,,,,,,,
,02/05/2024,Payment,,Hand LLC,,Undeposited Funds,151.29,
,02/05/2024,Payment,,Hand LLC,,Accounts Receivable (A/R),,151.29
Total for 2786,,,,,,,$151.29,$151.29
2787,,,,,,,,
,02/05/2024,Bill Payment (Check),,Ullrich-Dach,,Checking,,"2,034.94"
,02/05/2024,Bill Payment (Check),,Ullrich-Dach,,Accounts Payable (A/P),"2,034.94",
Total for 2787,,,,,,,"$2,034.94","$2,034.94"
2718,,,,,,,,
,02/06/2024,Invoice,1825,Bahringer Inc,,Accounts Receivable (A/R),0.00,
,02/06/2024,Invoice,1825,Bahringer Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,02/06/2024,Invoice,1825,Bahringer Inc,,Other Income,0.00,
,02/06/2024,Invoice,1825,Bahringer Inc,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 2718,,,,,,,$0.00,
2723,,,,,,,,
,02/06/2024,Invoice,1830,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),0.00,
,02/06/2024,Invoice,1830,"Stokes, Murray and Wolff",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,02/06/2024,Invoice,1830,"Stokes, Murray and Wolff",,Landscaping Services:Labor:Maintenance and Repair,0.00,
,02/06/2024,Invoice,1830,"Stokes, Murray and Wolff",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 2723,,,,,,,$0.00,
2774,,,,,,,,
,02/06/2024,Payment,,Welch Inc,,Undeposited Funds,105.00,
,02/06/2024,Payment,,Welch Inc,,Accounts Receivable (A/R),,105.00
Total for 2774,,,,,,,$105.00,$105.00
2780,,,,,,,,
,02/06/2024,Payment,,"Mohr, Haag and Labadie",,Undeposited Funds,764.54,
,02/06/2024,Payment,,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),,764.54
Total for 2780,,,,,,,$764.54,$764.54
2721,,,,,,,,
,02/07/2024,Invoice,1828,"Willms, Ratke and Little",,Accounts Receivable (A/R),140.00,
,02/07/2024,Invoice,1828,"Willms, Ratke and Little",,Pest Control Services,,140.00
,02/07/2024,Invoice,1828,"Willms, Ratke and Little",,Landscaping Services,0.00,
Total for 2721,,,,,,,$140.00,$140.00
2722,,,,,,,,
,02/07/2024,Invoice,1829,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),525.00,
,02/07/2024,Invoice,1829,"Mohr, Haag and Labadie",,Landscaping Services:Job Materials:Plants and Soil,0.00,
,02/07/2024,Invoice,1829,"Mohr, Haag and Labadie",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,02/07/2024,Invoice,1829,"Mohr, Haag and Labadie",,Design income,,525.00
Total for 2722,,,,,,,$525.00,$525.00
2734,,,,,,,,
,02/07/2024,Sales Receipt,1841,"Kiehn, Franecki and Nicolas",,Undeposited Funds,0.00,
,02/07/2024,Sales Receipt,1841,"Kiehn, Franecki and Nicolas",,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 2734,,,,,,,$0.00,
2760,,,,,,,,
,02/08/2024,Expense,,,,Checking,,55.86
,02/08/2024,Expense,,,,Maintenance and Repair,55.86,
Total for 2760,,,,,,,$55.86,$55.86
2777,,,,,,,,
,02/08/2024,Payment,,Greenholt-Cassin,,Undeposited Funds,198.66,
,02/08/2024,Payment,,Greenholt-Cassin,,Accounts Receivable (A/R),,198.66
Total for 2777,,,,,,,$198.66,$198.66
2782,,,,,,,,
,02/08/2024,Payment,,Shanahan LLC,,Undeposited Funds,450.00,
,02/08/2024,Payment,,Shanahan LLC,,Accounts Receivable (A/R),,450.00
Total for 2782,,,,,,,$450.00,$450.00
2736,,,,,,,,
,02/09/2024,Sales Receipt,1843,Hammes LLC,,Undeposited Funds,75.00,
,02/09/2024,Sales Receipt,1843,Hammes LLC,,Design income,,75.00
Total for 2736,,,,,,,$75.00,$75.00
2754,,,,,,,,
,02/09/2024,Bill,,Pfannerstill Group,,Accounts Payable (A/P),,816.42
,02/09/2024,Bill,,Pfannerstill Group,,Automobile,816.42,
Total for 2754,,,,,,,$816.42,$816.42
